Date,Location,Turbidity (RFU),Phosphate (mg/L),"Nitrate, Mid-Range (mg/L)","Nitrate, High-Range (mg/L)",pH,Alkalinity (mg/L CaCO3),Silica (mg/L),Iron (mg/L),Ammonia (mg/L),ORP,Initials,Notes
2023-01-06,Mangroves,12,0.87,0.8,0.7,8.02,665,NA,NA,NA,NA,LC,NA
2023-01-06,Raceway 1,0,0.02,1,1.5,7.83,90,0.29,0,NA,NA,LC,NA
2023-01-06,Raceway 2,0,0.06,1.2,1.5,7.87,108,0.75,0,NA,NA,LC,NA
2023-01-13,Ocean,0,0.25,1.1,1.3,7.87,129,1.6,0.004,NA,NA,RG,NA
2023-01-13,Mangroves,21,0.74,1.5,1.2,NA,NA,NA,NA,NA,NA,RG,NA
2023-01-13,Raceway 1,0,0.03,1.1,1.5,7.91,74,0.13,0,NA,NA,RG,NA
2023-01-13,Raceway 2,0,0.03,1.2,1.4,7.75,73,0.55,0.011,NA,NA,RG,NA
2023-01-20,Ocean,0,0.07,0.93,0.63,7.88,133,1.6,0,NA,NA,"LC, DS, CS",NA
2023-01-20,Mangroves,12,0.9,1.03,1.56,NA,NA,NA,NA,NA,NA,"LC, DS, CS",NA
2023-01-20,Raceway 1,0,0.01,0.9,1.93,7.9,100,0,0,NA,NA,"LC, DS, CS",NA
2023-01-20,Raceway 2,0,0.01,1.33,2.33,7.85,73,0.56,0,NA,NA,"LC, DS, CS",NA
2023-01-23,Raceway 1,0,0.03,0.9,0.5,NA,84,NA,NA,0,NA,"RG, CS",NA
2023-01-23,Raceway 2,0,0,1,1.4,NA,80,NA,NA,0,NA,NA,NA
2023-01-27,Ocean,0,0.02,1.1,1.4,7.93,130,1.6,0.012,NA,NA,"DS, LC, CS",NA
2023-01-27,Mangroves,11,0.54,0.5,0.3,NA,NA,NA,NA,NA,NA,"DS, LC, CS",NA
2023-01-27,Raceway 1,3,0.03,1,1,7.85,113,0.24,0.018,NA,NA,"DS, LC, CS",NA
2023-01-27,Raceway 2,0,0.04,0.9,1.3,7.87,90,0.43,0.008,NA,NA,"DS, LC, CS",NA
2023-01-30,Raceway 1,0,0.03,1.1,1.03,NA,125,NA,NA,0.01,NA,"RG, CS",NA
2023-01-30,Raceway 2,0,0.03,1.3,1.86,NA,94,NA,NA,0.02,NA,"RG, CS",NA
2023-01-30,Ocean,NA,NA,NA,NA,NA,NA,NA,NA,0.03,NA,NA,NA
2023-02-03,Ocean,0,0.15,1.06,2,8.01,139,2.11,0.012,NA,NA,"DS,CS",NA
2023-02-03,Mangroves,16,0.55,0.76,0.73,8.12,677,NA,NA,NA,NA,"DS,CS",NA
2023-02-03,Raceway 1,0,0,1.7,2.33,7.85,126,0.3,0,NA,NA,"DS,CS",NA
2023-02-03,Raceway 2,0,0.05,0.76,1.46,7.92,103,0.47,0.007,NA,NA,"DS,CS",NA
2023-02-06,Raceway 1,0,0.21,1.2,2,NA,118,NA,NA,0,NA,"RG, CS",NA
2023-02-06,Raceway 2,0,0.04,1.4,2.06,NA,105,NA,NA,0,NA,"RG, CS",NA
2023-02-10,Ocean,0,0.02,0.96,0.3,8.03,131,1.6,0.005,NA,NA,"DS,CS",NA
2023-02-10,Mangroves,13,0.73,1.07,0.73,NA,NA,NA,NA,NA,NA,"DS,CS",NA
2023-02-10,Raceway 1,0,0.01,1.33,0.1,7.88,109,0.24,0.014,NA,NA,"DS,CS",NA
2023-02-10,Raceway 2,5,0,1.13,0.76,7.93,106,0.24,0.012,NA,NA,"DS,CS",NA
2023-02-13,Raceway 1,0,0,0.93,1.67,NA,90,NA,NA,0.01,NA,CS,NA
2023-02-13,Raceway 2,3,0.05,1.2,1.43,NA,109,NA,NA,0.01,NA,CS,NA
2023-02-13,Ocean,NA,NA,NA,NA,NA,NA,NA,NA,0.02,NA,CS,NA
2023-02-17,Ocean,0,0.09,0.8,1.46,8.12,133,1.8,0.036,NA,NA,"DS,CS",NA
2023-02-17,Mangroves,15,0.56,0.73,0.46,NA,NA,NA,NA,NA,NA,"DS,CS",NA
2023-02-17,Raceway 1,0,0.04,0.9,2.06,7.92,108,0.23,0.05,NA,NA,"DS,CS",NA
2023-02-17,Raceway 2,2,0,0.8,0,7.94,111,0.21,0.036,NA,NA,"DS,CS",Ca: 343
2023-02-20,Raceway 1,0,0.03,1.3,1.43,NA,132,NA,NA,0,NA,CS,NA
2023-02-20,Raceway 2,0,0.01,1.33,1.5,NA,119,NA,NA,0,NA,CS,NA
2023-02-24,Ocean,0,0.06,0.66,0,7.95,131,1.73,0.014,NA,NA,"DS, CS",NA
2023-02-24,Mangroves,19,0.48,0.56,0.23,NA,NA,NA,NA,NA,NA,"DS, CS",NA
2023-02-24,Raceway 1,0,0,0.9,0.53,7.9,114,0.14,0.025,NA,NA,"DS, CS",NA
2023-02-24,Raceway 2,0,0.02,1.46,1.6,7.89,128,0.46,0.009,NA,NA,"DS, CS",NA
2023-02-27,Raceway 1,0,0,1.2,1,NA,117,NA,NA,0,NA,CS,NA
2023-02-27,Raceway 2,0,0,1.1,1.5,NA,122,NA,NA,0,NA,CS,NA
2023-02-27,Ocean,NA,NA,NA,NA,NA,NA,NA,NA,0.03,NA,CS,NA
2023-03-03,Ocean,0,0.02,0.7,1.3,7.97,127,1.3,0.004,NA,NA,"DS, CS",alkalinity done with 0.1600N sulfuric acid cartridge but with 1.6000N procedure
2023-03-03,Mangroves,8,0.41,0.5,0.93,8.07,NA,NA,NA,NA,NA,"DS, CS",alkalinity done with 0.1600N sulfuric acid cartridge but with 1.6000N procedure
2023-03-03,Raceway 1,0,0,0.93,1.2,7.84,103,0.08,0.016,NA,NA,"DS, CS",alkalinity done with 0.1600N sulfuric acid cartridge but with 1.6000N procedure
2023-03-03,Raceway 2,0,0,0.9,1.7,7.91,111,0.2,0.019,NA,NA,"DS, CS",alkalinity done with 0.1600N sulfuric acid cartridge but with 1.6000N procedure
2023-03-06,Raceway 1,0,0.05,1.1,1.8,NA,107.2,NA,NA,0,NA,RG,NA
2023-03-06,Raceway 2,0,0.04,0.9,1.9,NA,114.4,NA,NA,0,NA,RG,NA
2023-03-10,Ocean,0,0.27,0.97,1.17,8.07,134.8,1.64,0.012,NA,NA,"RG, LC",NA
2023-03-10,Mangroves,19,0.66,0.87,0.97,NA,NA,NA,NA,NA,NA,"RG, LC",NA
2023-03-10,Raceway 1,0,0.06,1.13,1.63,7.88,101.2,0.14,0.001,NA,NA,"RG, LC",NA
2023-03-10,Raceway 2,0,0.02,1.6,2.23,7.89,139.2,0.19,0.008,NA,NA,"RG, LC",NA
2023-03-13,Raceway 1,0,0.12,1.2,1.43,NA,102,NA,NA,0,NA,CS,alkalinity done with 0.1600N sulfuric acid cartridge but with 1.6000N procedure
2023-03-13,Raceway 2,0,0.04,1.33,0.63,NA,136,NA,NA,0,NA,CS,alkalinity done with 0.1600N sulfuric acid cartridge but with 1.6000N procedure
2023-03-17,Ocean,0,0,1.1,1.1,6.98,171.5,1.7,0.002,NA,NA,CS,NA
2023-03-17,Mangroves,7,0.46,1.13,0.76,NA,NA,NA,NA,NA,NA,CS,NA
2023-03-17,Raceway 1,0,0.14,1.3,2,7.34,132,0.12,0.018,NA,NA,CS,NA
2023-03-17,Raceway 2,0,0.29,1.73,2.56,7.27,134.8,0.19,0,NA,NA,CS,NA
2023-03-20,Raceway 2,4,0,1.1,1.4,NA,121,NA,NA,0,NA,RG,NA
2023-03-20,Raceway 1,1,0,1.2,1.4,NA,119,NA,NA,0.05,NA,RG,NA
2023-03-24,Ocean,0,0,0.66,1.03,8.04,142,1.56,0.002,NA,NA,DS,NA
2023-03-24,Mangroves,14,0.63,0.8,3.67,NA,NA,NA,NA,NA,NA,DS,NA
2023-03-24,Raceway 1,0,0.01,1.2,1.83,7.91,122,0.24,0,NA,NA,DS,NA
2023-03-24,Raceway 2,0,0.14,1.5,2.03,7.91,142.8,0.24,0.003,NA,NA,DS,NA
2023-03-27,Raceway 1,0,0,1.16,1.3,NA,136.4,NA,NA,0,NA,CS,alkalinity done with 0.1600N sulfuric acid cartridge but with 1.6000N procedure
2023-03-27,Raceway 2,0,0,1.53,0.66,NA,143.6,NA,NA,0,NA,CS,alkalinity done with 0.1600N sulfuric acid cartridge but with 1.6000N procedure
2023-03-31,Ocean,3,0,1.1,3.47,8.18,152.4,1.23,0.017,NA,NA,"DS,CS",Alkalinity with 0.16 sulfric acid; multiplied by 0.4
2023-03-31,Mangroves,17,0.4,0.86,0.76,NA,NA,NA,NA,NA,NA,"DS,CS",Alkalinity with 0.16 sulfric acid; multiplied by 0.4
2023-03-31,Raceway 1,0,0.02,1.17,1.43,7.92,128,0.22,0.022,NA,NA,"DS,CS",Alkalinity with 0.16 sulfric acid; multiplied by 0.4
2023-03-31,Raceway 2,0,0,1.3,1.63,7.88,144.4,0.2,0.012,NA,NA,"DS,CS",Alkalinity with 0.16 sulfric acid; multiplied by 0.4
2023-04-07,Ocean,0,0.06,1.03,1.4,8.16,136.8,1.41,0,NA,NA,"DS,CS",Alkalinity with 0.16 sulfric acid; multiplied by 0.4
2023-04-07,Mangroves,13,0.43,0.9,0.7,8.08,618.4,NA,NA,NA,NA,"DS,CS",Alkalinity with 0.16 sulfric acid; multiplied by 0.4
2023-04-07,Raceway 1,0,0,1.23,1.67,7.89,124,0.04,0,NA,NA,"DS,CS",Alkalinity with 0.16 sulfric acid; multiplied by 0.4
2023-04-07,Raceway 2,0,0,1.53,1.53,7.88,158.4,0.23,0.014,NA,NA,"DS,CS",Alkalinity with 0.16 sulfric acid; multiplied by 0.4
2023-04-10,Raceway 1,0,0.07,1.4,2.23,NA,116.4,NA,NA,0.01,NA,CS,Alkalinity with 0.16 sulfric acid; multiplied by 0.4
2023-04-10,Raceway 2,0,0.01,1.8,2.2,NA,150,NA,NA,0.01,NA,CS,Alkalinity with 0.16 sulfric acid; multiplied by 0.4
2023-04-14,Ocean,0,0.18,1.67,1.13,8.24,125,1.44,0.033,NA,NA,DS,Alkalinity with 0.16 sulfric acid; multiplied by 0.4
2023-04-14,Mangroves,9,0.52,1.2,0.76,NA,NA,NA,NA,NA,NA,DS,Alkalinity with 0.16 sulfric acid; multiplied by 0.4
2023-04-14,Raceway 1,0,0.1,1.8,1.86,7.97,134,0.01,0.035,NA,NA,DS,Alkalinity with 0.16 sulfric acid; multiplied by 0.4
2023-04-14,Raceway 2,0,0,2.1,3.13,7.91,152,0.22,0.003,NA,NA,DS,Alkalinity with 0.16 sulfric acid; multiplied by 0.4
2023-04-17,Raceway 1,0,0.05,1.33,1.26,NA,111.2,NA,NA,0.01,NA,CS,Alkalinity with 0.16 sulfric acid; multiplied by 0.4
2023-04-17,Raceway 2,5,0.05,1.56,2.16,NA,146.4,NA,NA,0.01,NA,CS,Alkalinity with 0.16 sulfric acid; multiplied by 0.4
2023-04-21,Ocean,0,0.06,1.03,1.7,8.25,136.4,1.74,0.001,NA,NA,"DS, CS",Alkalinity with 0.16 sulfric acid; multiplied by 0.4
2023-04-21,Mangroves,16,0.4,1.1,1.23,NA,NA,NA,NA,NA,NA,"DS, CS",Alkalinity with 0.16 sulfric acid; multiplied by 0.4
2023-04-21,Raceway 1,0,0.03,1.73,2.1,7.97,73.6,0.15,0.017,NA,NA,"DS, CS",Alkalinity with 0.16 sulfric acid; multiplied by 0.4
2023-04-21,Raceway 2,0,0.04,1.9,2.73,7.94,136.4,0.16,0.01,NA,NA,"DS, CS",Alkalinity with 0.16 sulfric acid; multiplied by 0.4
2023-04-24,Raceway 1,0,0.06,1.66,2.5,NA,111.6,NA,NA,0,NA,CS,Alkalinity with 0.16 sulfric acid; multiplied by 0.4
2023-04-24,Raceway 2,0,0.02,1.33,1.73,NA,132.4,NA,NA,0,NA,CS,Alkalinity with 0.16 sulfric acid; multiplied by 0.4
2023-04-28,Ocean,0,0.14,1.33,2.13,8.25,130,1.78,0.027,NA,NA,"DS, CS",NA
2023-04-28,Mangroves,15,0.43,1.5,1.6,NA,NA,NA,NA,NA,NA,"DS, CS",NA
2023-04-28,Raceway 1,0,0.03,1.36,2.6,7.97,112,0.21,0.018,NA,NA,"DS, CS",NA
2023-04-28,Raceway 2,0,0.01,2.23,2.6,7.97,124,0.26,0.033,NA,NA,"DS, CS",NA
2023-05-02,Raceway 1,0,NA,NA,NA,NA,99,NA,NA,NA,NA,RG,No Whatman filters
2023-05-02,Raceway 2,0,NA,NA,NA,NA,127,NA,NA,NA,NA,RG,No Whatman filters
2023-05-05,Ocean,0,0.11,1.5,2.3,8.3,135,1.95,0.008,NA,NA,DS,"Used 0.8 nucleopore filters, new pH electrode (starting with alkalinity)"
2023-05-05,Mangroves,13,0.49,1.2,1.6,8.16,NA,NA,NA,NA,NA,DS,"Used 0.8 nucleopore filters, new pH electrode (starting with alkalinity)"
2023-05-05,Raceway 1,0,0.05,1.3,1.9,8.01,113,0.11,0.02,NA,NA,DS,"Used 0.8 nucleopore filters, new pH electrode (starting with alkalinity)"
2023-05-05,Raceway 2,0,0.06,1.3,2.2,7.99,119,0.18,0.047,NA,NA,DS,"Used 0.8 nucleopore filters, new pH electrode (starting with alkalinity)"
2023-05-08,Raceway 1,0,0.02,1.6,1.7,NA,104,NA,NA,0,NA,RG,Used 0.8um nucleopore filters
2023-05-08,Raceway 2,0,0.01,1.7,2.1,NA,118,NA,NA,0.01,NA,RG,Used 0.8um nucleopore filters
2023-05-08,Ocean,NA,NA,NA,NA,NA,NA,NA,NA,0.01,NA,RG,Used 0.8um nucleopore filters
2023-05-12,Ocean,0,0.03,1.3,1.8,8.34,133,1.56,0.022,NA,NA,"LC, RG",NA
2023-05-12,Mangroves,20,0.6,1.2,1.4,NA,NA,NA,NA,NA,NA,"LC, RG",NA
2023-05-12,Raceway 1,0,0.03,1.8,2.4,8.08,103,0.18,0.024,NA,NA,"LC, RG",NA
2023-05-12,Raceway 2,0,0.02,1.8,2.5,8.07,116,0.26,0.003,NA,NA,"LC, RG",NA
2023-05-15,Raceway 1,0,0.06,1.9,2.3,NA,104,NA,NA,0.01,NA,RG,NA
2023-05-15,Raceway 2,0,0.03,2.1,2.9,NA,103,NA,NA,0.01,NA,RG,NA
2023-05-19,Ocean,0,0.17,1.4,1.9,8.36,128,1.62,0.005,NA,NA,"RG, LC, AM",NA
2023-05-19,Mangroves,19,0.47,1.6,1.2,NA,NA,NA,NA,NA,NA,"RG, LC, AM",NA
2023-05-19,Raceway 1,0,0.01,1.4,1.7,8.09,110,0.25,0,NA,NA,"RG, LC, AM",NA
2023-05-19,Raceway 2,0,0,1.9,1.9,8.09,113,0.21,0.005,NA,NA,"RG, LC, AM",NA
2023-05-22,Raceway 1,0,0.01,1.5,1.9,NA,93,NA,NA,0,NA,"RG, LC, AM",NA
2023-05-22,Raceway 2,0,0.01,1.5,1.9,NA,102,NA,NA,0,NA,"RG, LC, AM",NA
2023-05-26,Ocean,0,0.1,1.5,2.1,8.34,130,1.5,0.005,NA,NA,"RG,LC, AM",NA
2023-05-26,Mangroves,17,0.71,1.4,1.5,NA,NA,NA,NA,NA,NA,"RG, LC, AM",NA
2023-05-26,Raceway 1,0,0.05,1.5,2.2,8.01,93,0.15,0.004,NA,NA,"RG, LC, AM",NA
2023-05-26,Raceway 2,0,0.03,2,2.8,8.02,112,0.35,0.017,NA,NA,"RG, LC, AM",NA
2023-05-29,Raceway 1,1,0.05,1.3,1.6,NA,94,NA,NA,0.05,NA,RG,NA
2023-05-29,Raceway 2,0,0.12,1.5,2.1,NA,95,NA,NA,0,NA,RG,NA
2023-05-29,Ocean,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,RG,NA
2023-06-02,Ocean,0,0.15,1.3,2.17,8.2,129,1.57,0.017,NA,NA,"AM, SK, LC",NA
2023-06-02,Mangroves,17,0.54,1.8,2.1,NA,NA,NA,NA,NA,NA,"AM, SK, LC",NA
2023-06-02,Raceway 1,0,0.86,1.8,2.9,7.94,102,0.25,0.006,NA,NA,"AM, SK, LC",NA
2023-06-02,Raceway 2,0,0,1.7,2.7,7.83,106,0.19,0.006,NA,NA,"AM, SK, LC",NA
2023-06-05,Raceway 1,2,0,1.4,2.4,NA,100,NA,NA,0.03,NA,AM,NA
2023-06-05,Raceway 2,0,0.05,1.4,1.9,NA,100,NA,NA,0.06,NA,AM,NA
2023-06-09,Ocean,0,0.08,1.3,2.2,8.12,131,1.57,0.004,NA,NA,"AM, LC, RG",NA
2023-06-09,Mangroves,16,0.44,1.6,2,NA,NA,NA,NA,NA,NA,"AM, LC, RG",NA
2023-06-09,Raceway 1,0,0.02,1.7,3.2,7.85,114,0.32,0.011,NA,NA,"AM, LC, RG",NA
2023-06-09,Raceway 2,0,0.01,2.1,2.9,7.83,88.8,0.19,0.011,NA,NA,"AM, LC, RG",CR2 off
2023-06-12,Raceway 1,0,0.03,1.6,2.5,NA,122,NA,NA,0,NA,NA,NA
2023-06-12,Raceway 2,0,0.01,1.9,2.9,NA,92,NA,NA,NA,NA,"AM, RG, SP",NA
2023-06-16,Ocean,0,0.12,1.9,3.2,8.11,122,1.48,0.004,NA,NA,"AM, LC",pH values seem low. Recalibrated twice with fresh solution but no change. Possibly low due to having to walk to the lab as there were no carts.
2023-06-16,Mangroves,21,0.58,1.5,1.6,NA,NA,NA,NA,NA,NA,"AM, LC",NA
2023-06-16,Raceway 1,0,0.03,2,3.1,7.79,134,0.28,0.006,NA,NA,"AM, LC",pH values seem low. Recalibrated twice with fresh solution but no change. Possibly low due to having to walk to the lab as there were no carts.
2023-06-16,Raceway 2,0,0.01,2,3.1,7.8,92,0.41,0.014,NA,NA,"AM, LC",pH values seem low. Recalibrated twice with fresh solution but no change. Possibly low due to having to walk to the lab as there were no carts.
2023-06-20,Raceway 1,0,0.05,2,2.4,NA,135,NA,NA,0.04,NA,"AM, RG","pest tank nitrate: MR: 1.8, HR: 2.3; Ammonia: 0.05"
2023-06-20,Raceway 2,0,0.04,1.4,2.3,NA,89,NA,NA,0,NA,"AM, RG",NA
2023-06-23,Ocean,0,0.14,1.4,2.3,8.14,144,1.36,0.012,NA,NA,"AM, LC",NA
2023-06-23,Mangroves,22,0.59,1.3,1.6,NA,NA,NA,NA,NA,NA,"AM, LC",NA
2023-06-23,Raceway 1,0,0.02,2,2.8,7.76,134,0.51,0,NA,NA,"AM, LC","no straws for alk, converted from HANNA kit"
2023-06-23,Raceway 2,0,0.03,1.7,2.7,7.81,105,0.27,0.009,NA,NA,"AM, LC","no straws for alk, converted from HANNA kit"
2023-06-30,Ocean,0,0.3,1.2,1.3,7.99,85,0.97,0.007,NA,NA,"AM, LC",RO added to ocean could have affected values; also walked to the lab
2023-06-30,Mangroves,16,0.67,1.5,2.7,NA,NA,NA,NA,NA,NA,"AM, LC",NA
2023-06-30,Raceway 1,0,0.01,1.7,2.5,7.8,134,0.27,0.001,NA,NA,"AM, LC",Walked to the lab
2023-06-30,Raceway 2,0,0.07,2.2,2.7,7.81,114,0.28,0.011,NA,NA,"AM, LC",CR back on; walked to the lab
2023-07-03,Raceway 1,0,0.03,1.5,2.1,NA,130,NA,NA,0.01,NA,"AM, LC, SP",NA
2023-07-03,Raceway 2,0,0,1.8,2.8,NA,122,NA,NA,0.01,NA,"AM, LC, SP",NA
2023-07-03,Ocean,NA,NA,NA,NA,NA,NA,NA,NA,0.01,NA,"AM, LC, SP",NA
2023-07-07,Ocean,0,0.13,1.5,2.1,8.28,136,0.68,0.006,NA,NA,"AM, LC",NA
2023-07-07,Mangroves,14,0.59,1.2,1.4,NA,NA,NA,NA,NA,NA,"AM, LC",NA
2023-07-07,Raceway 1,0,0.02,2,3.6,7.98,117,0.16,0,NA,NA,"AM, LC",NA
2023-07-07,Raceway 2,0,0.01,1.9,3.7,7.96,118,0.24,0.004,NA,NA,"AM, LC",NA
2023-07-10,Raceway 1,0,0.12,1.5,2.3,NA,104,NA,NA,0.02,NA,AM,NA
2023-07-10,Raceway 2,0,0,0.7,2.6,NA,119,NA,NA,0,NA,AM,NA
2023-07-14,Raceway 1,0,0.05,1.7,2.7,7.89,118,0.1,0.004,NA,NA,AM,NA
2023-07-14,Raceway 2,0,0.03,1.8,2.4,7.84,108,0.11,0.009,NA,NA,AM,NA
2023-07-14,Ocean,0,0.18,1.2,1.8,7.94,131,0.59,0.006,NA,NA,AM,NA
2023-07-14,Mangroves,20,0.62,1.8,1.9,NA,NA,NA,NA,NA,NA,AM,NA
2023-07-17,Raceway 1,0,0.02,1.8,2.9,NA,119,NA,NA,0.02,NA,"SP, AM",NA
2023-07-17,Raceway 2,0,0.06,1.8,2.5,NA,123,NA,NA,0.05,NA,"SP, AM",NA
2023-07-17,Ocean,NA,NA,NA,NA,NA,NA,NA,NA,0.06,NA,"SP, AM",NA
2023-07-21,Ocean,0,0.18,1.6,2.4,7.93,138,0.55,0,NA,NA,"AM, LC",NA
2023-07-21,Mangroves,21,0.78,1.5,1.8,NA,NA,NA,NA,NA,NA,"AM, LC",NA
2023-07-21,Raceway 1,0,0.05,1.7,2.6,7.76,129,0.14,0.012,NA,NA,"AM, LC",NA
2023-07-21,Raceway 2,2,0.03,2.1,2.8,7.72,112,0.11,0.007,NA,NA,"AM, LC",NA
2023-07-28,Ocean,0,0.19,1.8,2.6,7.95,142,0.84,0.007,NA,NA,"AM, LC",NA
2023-07-28,Mangroves,19,0.85,1.9,2,NA,NA,NA,NA,NA,NA,"AM, LC",NA
2023-07-28,Raceway 1,0,0,2.3,3.1,8.02,125,0.24,0.002,NA,NA,"AM, LC",NA
2023-07-28,Raceway 2,0,0.04,2.4,3.3,8.03,117,0.22,0.013,NA,NA,"AM, LC",NA
2023-07-31,Raceway 1,0,0.05,2.1,3.6,NA,123,NA,NA,0.01,NA,LC,NA
2023-07-31,Raceway 2,0,0.05,2.1,3.1,NA,115,NA,NA,0.02,NA,LC,NA
2023-08-04,Ocean,0,0.12,1.5,2.1,7.85,144,0.7,0.006,NA,NA,"AM, LC",NA
2023-08-04,Mangroves,16,0.72,1.6,1.5,NA,NA,NA,NA,NA,NA,"AM, LC",NA
2023-08-04,Raceway 1,0,0.05,1.9,2.8,7.73,123,0.22,0.02,NA,NA,"AM, LC",NA
2023-08-04,Raceway 2,0,0.02,2.3,3.8,7.7,123,0.22,0.011,NA,NA,"AM, LC",NA
2023-08-11,Ocean,0,0.22,1.5,2.3,8.22,139,0.95,0.017,NA,NA,"AM, LC",NA
2023-08-11,Mangroves,17,1.07,1.6,2.5,NA,NA,NA,NA,NA,NA,"AM, LC",NA
2023-08-11,Raceway 1,0,0.04,2.1,2.7,8.02,120,0.23,0.009,NA,NA,"AM, LC","pH probe never stabalized, fluctated a lot"
2023-08-11,Raceway 2,0,0.05,2.4,4,7.94,117,0.35,0.013,NA,NA,"AM, LC",NA
2023-08-14,Raceway 1,0,0.07,1.5,2.3,NA,101,NA,NA,0.05,NA,RG,NA
2023-08-14,Raceway 2,0,0.07,1.6,2.2,NA,114,NA,NA,0,NA,RG,NA
2023-08-14,Ocean,NA,NA,NA,NA,NA,NA,NA,NA,0.09,NA,RG,NA
2023-08-18,Ocean,0,0.14,1.2,2.2,8.14,139,0.78,0.015,NA,NA,"AM, LC",NA
2023-08-18,Mangroves,20,0.63,1.4,1.9,NA,NA,NA,NA,NA,NA,"AM, LC",NA
2023-08-18,Raceway 1,0,0.05,1.5,2.3,7.88,96,0.27,0.016,NA,NA,"AM, LC","CR1 off, out of CO2"
2023-08-18,Raceway 2,0,0.02,1.8,2,7.95,127,0.23,0,NA,NA,"AM, LC",NA
2023-08-21,Raceway 1,0,0,1.06,1.63,NA,124,NA,NA,0.01,NA,"DS,CS,RC",NA
2023-08-21,Raceway 2,0,0,1.33,2.13,NA,121.6,NA,NA,0,NA,"DS,CS,RC",NA
2023-08-25,Ocean,0,0.01,1.13,1.73,8.23,126,0.77,0.028,NA,NA,DS,NA
2023-08-25,Mangroves,27,0.53,2.2,3.43,NA,NA,NA,NA,NA,NA,DS,NA
2023-08-25,Raceway 1,0,0.14,1.76,2.73,8.03,112,0.14,0.014,NA,NA,DS,NA
2023-08-25,Raceway 2,0,0.32,2.1,3.6,8.01,106,0.21,0,NA,NA,DS,NA
2023-08-28,Raceway 1,0,0.15,1.46,2.27,NA,113,NA,NA,0.01,NA,"DS,CS",NA
2023-08-28,Raceway 2,0,0.01,2,3.33,NA,99,NA,NA,0,NA,"DS,CS",NA
2023-09-01,Ocean,0,0.18,1.33,0.83,8.26,124,0.61,0.012,NA,NA,"DS,CS",NA
2023-09-01,Mangroves,15,0.52,1.5,1.33,NA,NA,NA,NA,NA,NA,"DS,CS",NA
2023-09-01,Raceway 1,0,0,1.56,3.76,8.04,116,0.18,0.046,NA,NA,"DS,CS",NA
2023-09-01,Raceway 2,0,0,1.56,4.5,8.04,113,0.26,0.014,NA,NA,"DS,CS",NA
2023-09-05,Raceway 1,0,0,1.76,3.23,NA,121,NA,NA,0.01,NA,DS,NA
2023-09-05,Raceway 2,0,0.08,1.86,2.9,NA,116,NA,NA,0,NA,DS,NA
2023-09-05,Ocean,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,DS,NA
2023-09-08,Ocean,0,0.05,1.7,2.07,8.14,127,0.86,0.005,NA,NA,"DS, CS",NA
2023-09-08,Mangroves,18,0.45,1.33,1.07,NA,NA,NA,NA,NA,NA,"DS, CS",NA
2023-09-08,Raceway 1,0,0.03,1.7,1.86,7.9,105.5,0.43,0.043,NA,NA,"DS, CS",NA
2023-09-08,Raceway 2,0,0.05,1.5,2.3,7.96,102,0.21,0.026,NA,NA,"DS, CS",NA
2023-09-11,Raceway 1,0,0.19,1.63,2.2,NA,103,NA,NA,0,NA,"Ds, CS","Q Tank: Nitrate MR- 1.86, Nitrate HR- 2.73, Ammonia- 0.09"
2023-09-11,Raceway 2,0,0.06,1.9,2.5,NA,110,NA,NA,0,NA,NA,NA
2023-09-15,Ocean,0,0.01,1,1.33,8.18,118,0.59,0.015,NA,NA,NA,NA
2023-09-15,Mangroves,18,0.39,1.53,1,NA,NA,NA,NA,NA,NA,NA,NA
2023-09-15,Raceway 2,0,0.06,1.93,1.63,7.99,98,0.59,0.021,NA,NA,NA,NA
2023-09-18,Raceway 2,0,0.09,1.68,0.8,NA,95,NA,NA,0.01,NA,NA,"Q: Nitrate MR- 1.7, Nitrate HR- 1.9, ammonia- ---"
2023-09-22,Ocean,0,0.01,1.43,1.86,8.18,129,0.76,0.03,NA,NA,NA,NA
2023-09-22,Mangroves,17,0.38,0.86,1.23,NA,NA,NA,NA,NA,NA,NA,NA
2023-09-22,Raceway 2,0,0,1.83,2.56,7.94,108,0.13,0.05,NA,NA,CS,NA
2023-09-25,Raceway 2,0,0.01,1.46,1.93,NA,107,NA,NA,0,NA,CS,"Q: Nitrate MR- 1.4, Nitrate HR- 1.46, Ammonia-0.04  Live Rock: ammonia- 0.00"
2023-09-29,Ocean,0,0.04,1,0.23,8.22,130,0.62,0.02,NA,NA,"DS, CS",NA
2023-09-29,Mangroves,22,0.41,1.4,3.2,NA,NA,NA,NA,NA,NA,"DS, CS",NA
2023-09-29,Raceway 2,0,0.31,1.76,1.13,8.04,95,0.28,0.04,NA,NA,"DS, CS",NA
2023-10-02,Raceway 2,0,0,1.53,1.73,NA,117.5,NA,NA,0,NA,"DS, CS","Q: Nitrate MR- 1.6, Nitrate HR- 1.7, Ammonia- 0.04"
2023-10-02,Ocean,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"DS, CS",NA
2023-10-06,Ocean,0,0.35,1.4,1.73,8.09,128,0.6,0.051,NA,NA,"DS, CS",NA
2023-10-06,Mangroves,17,0.32,1.5,1.43,NA,NA,NA,NA,NA,NA,"DS, CS",NA
2023-10-06,Raceway 2,0,0.03,1.53,2.4,7.89,110,0.19,0.034,NA,NA,"DS, CS",NA
